brand,model,year,color,km,cc,transmission,city,price
Peugeot,301,2015,Silver,170000,1600,Automatic,Tagamo3 - New Cairo,265000
Mitsubishi,Galant,2008,Silver,15000,1600,Manual,10th of Ramadan,220000
Kia,Rio,2013,Silver,270000,1400,Automatic,Cairo,285000
BMW,318,2018,Silver,155000,1500,Automatic,Cairo,850000
Nissan,Sunny,2020,Silver,37000,1500,Automatic,Maadi,300000
Seat,Ibiza,1994,Silver,260000,1300,Manual,Alexandria,68000
BMW,320,2018,Silver,140000,2000,Automatic,Madinaty,900000
Nissan,Sunny,2021,Silver,85500,1500,Automatic,Cairo,335000
Chevrolet,Lanos,2014,Silver,70000,1500,Manual,Zagazig,150000
Lada,2110,2002,Silver,130000,1600,Manual,El Mahalla,28000
Chevrolet,Optra,2022,Silver,63000,1500,Automatic,Qalyub,310000
Nissan,Sentra,2016,Silver,128000,1600,Automatic,Maadi,350000
Renault,Logan,2011,Silver,200000,1600,Manual,Mokattam,150000
Mitsubishi,Lancer EX Shark,2016,Silver,77000,1600,Automatic,Cairo,420000
Toyota,Yaris,2015,Silver,270000,1500,Automatic,Ashmoun,280000
Mercedes,C 180,2009,Silver,215000,1600,Automatic,Cairo,360000
Renault,Optima,1998,Silver,200000,1300,Manual,Cairo,30000
Lada,Granta,2022,Silver,21000,1600,Manual,Cairo,85000
Opel,Astra,2019,Silver,31000,1400,Automatic,Zagazig,440000
Byd,F3,2020,Silver,124000,1500,Manual,Cairo,220000
Toyota,Corolla,2019,Silver,76000,1600,Automatic,Giza,570000
MG,6,2021,Silver,40000,1500,Automatic,El Haram,570000
Speranza,A620,2007,Silver,200000,2000,Automatic,Sohag,150000
MG,5,2022,Silver,30000,1500,Automatic,Ain Shams,420000
Renault,Fluence,2015,Silver,256000,1600,Automatic,Cairo,310000
Daewoo,Nubira 2,2000,Silver,146000,1600,Automatic,Cairo,95000
MG,5,2021,Silver,62000,1500,Automatic,Giza,380000
Chery,Arrizo 5,2019,Silver,116000,1500,Automatic,Cairo,220000
Hyundai,Accent,2012,Silver,125000,1600,Automatic,Maadi,285000
MG,5,2021,Silver,60000,1500,Automatic,6 October,405000
Audi,A6,2013,Silver,197000,2000,Automatic,6 October,900000
Chevrolet,Lanos,2013,Silver,148000,1600,Manual,10th of Ramadan,150000
Chevrolet,Optra,2016,Silver,100000,1500,Automatic,Zagazig,245000
Hyundai,Elantra,2008,Silver,127000,1600,Automatic,Sheikh Zayed City,260000
Volvo,240,1984,Silver,200000,2300,Manual,Alexandria,65000
Renault,Megane,2007,Silver,300000,1600,Automatic,Cairo,160000
Mercedes,C 180,2020,Silver,5000,1500,Automatic,Mansoura,1750000
Chevrolet,Optra,2012,Silver,130000,1600,Automatic,Faqous,245000
Aston Martin,Martin Rapide S,2015,Silver,15000,6000,Automatic,6 October,4300000
Citroën,C Elysee,2021,Silver,21000,1600,Automatic,Giza,325000
Hyundai,Elantra MD,2016,Silver,79000,1600,Automatic,Cairo,440000
Renault,Megane,1999,Silver,400000,1600,Manual,Giza,70000
Fiat,Tipo,2021,Silver,31000,1600,Automatic,Nasr city,448000
Fiat,Tempra,1990,Silver,300000,1600,Manual,Cairo,50000
Kia,Cerato,2017,Silver,130000,1600,Automatic,Cairo,420000
Renault,Megane,2018,Silver,208000,1200,Automatic,Al Shorouk,479000
BMW,316,2015,Silver,140000,1600,Automatic,Alexandria,580000
Chery,Arrizo 5,2020,Silver,78000,1500,Automatic,Helwan,310000
Honda,Civic,2010,Silver,240000,1600,Automatic,Cairo,310000
Kia,K5,2019,Silver,90000,1600,Automatic,Cairo,520000
Toyota,Corolla,2013,Silver,160000,1600,Automatic,Zagazig,360000
Daewoo,Nubira 1,1997,Silver,200000,1400,Manual,10th of Ramadan,120000
Fiat,Tipo,2020,Silver,10000,1400,Manual,6 October,420000
Chevrolet,Cruze,2013,Silver,167000,1600,Automatic,El Haram,195000
Jac,J7,2022,Silver,16000,1600,Automatic,Madinaty,490000
Hyundai,Verna,2014,Silver,270000,1600,Manual,Maadi,165000
Lada,Granta,2018,Silver,120000,1600,Manual,Giza,140000
Chevrolet,Lanos,2010,Silver,200000,1500,Manual,Ain Shams,125000
BMW,316,2006,Silver,177000,1600,Manual,Asyut,330000
Fiat,128,1984,Silver,80000,1100,Manual,Cairo,22000
Hyundai,Elantra CN7,2021,Silver,6500,1600,Automatic,Alexandria,650000
MG,5,2021,Silver,25000,1500,Automatic,Khanka,400000
Chevrolet,Optra,2021,Silver,70000,1500,Automatic,Alexandria,320000
Toyota,Belta,2022,Silver,1200,1500,Automatic,Giza,479000
Byd,F3,2023,Silver,11000,1500,Manual,Cairo,290000
Chevrolet,Cruze,2010,Silver,230000,1600,Automatic,Beni Suef,165000
Chevrolet,Optra,2020,Silver,147000,1500,Automatic,Cairo,240000
Suzuki,Ciaz,2018,Silver,110000,1400,Automatic,Sheikh Zayed City,330000
Nissan,Sunny,2019,Silver,230000,1500,Automatic,Ain Shams,273000
Opel,Astra,2021,Silver,53000,1400,Automatic,6 October,455000
Mercedes,C 200,2022,Silver,8000,1500,Automatic,Sheikh Zayed City,2300000
Lada,2106,2009,Silver,150000,1600,Manual,El Qanater El Khayreya,41000
Opel,Astra,2012,Silver,150000,1600,Automatic,Warraq,265000
Toyota,Corolla,2019,Silver,75000,1600,Automatic,Dakahlia,580000
Skoda,Octavia A7,2021,Silver,50000,1400,Automatic,Nasr city,850000
Nissan,Sunny,2018,Silver,54000,1500,Automatic,Giza,285000
Mitsubishi,Lancer Puma,2013,Silver,240000,1600,Automatic,Damietta,235000
Lada,Granta,2022,Silver,20000,1600,Manual,Cairo,230000
Hyundai,Elantra,2010,Silver,150000,1600,Automatic,Ain Shams,180000
MG,5,2021,Silver,28000,1500,Automatic,6 October,420000
Geely,Emgrand 7,2017,Silver,470000,1500,Manual,Cairo,145000
Nissan,Sunny,2021,Silver,94000,1500,Automatic,Sheikh Zayed City,320000
Kia,Pride,2009,Silver,66000,1300,Manual,Asyut,70000
Opel,Astra,2001,Silver,300000,1600,Manual,Minya Al Qamh,110000
Toyota,Corolla,2022,Silver,12000,1600,Automatic,Banha,710000
MG,6,2021,Silver,17000,1500,Automatic,6 October,540000
Kia,Rio,2013,Silver,210000,1400,Automatic,Nasr city,330000
Mercedes,C 200,2008,Silver,173000,1800,Automatic,Heliopolis,490000
Chevrolet,Aveo,2019,Silver,92000,1500,Automatic,Alexandria,260000
Seat,Ibiza,1989,Silver,195000,1600,Manual,Cairo,95000
Nissan,Sunny,2020,Silver,116000,1500,Automatic,Nasr city,275000
Hyundai,Verna,2015,Silver,79000,1600,Manual,Gharbia,200000
Mitsubishi,Lancer EX Shark,2016,Silver,90000,1600,Automatic,Cairo,380000
Chery,A11,2006,Silver,25000,1500,Manual,Cairo,50000
Audi,A4,2019,Silver,36000,1400,Automatic,Tagamo3 - New Cairo,1200000
Hyundai,Accent,1999,Silver,350000,1300,Manual,Nasr city,65000
Peugeot,405,1996,Silver,295000,1600,Manual,Imbaba,60000
Fiat,Tipo,2021,Silver,24000,1400,Manual,Cairo,325000
Nissan,Sentra,2019,Silver,28000,1600,Automatic,6 October,390000
Nissan,Sunny,2021,Silver,100000,1500,Automatic,Obour City,310000
MG,5,2021,Silver,50000,1600,Automatic,Giza,430000
Renault,Logan,2017,Silver,214000,1600,Manual,Dokki,195000
Geely,Emgrand 7,2014,Silver,170000,1500,Manual,Hurghada,140000
Lada,Granta,2020,Silver,110000,1600,Automatic,Alexandria,200000
Peugeot,301,2015,Silver,190000,1600,Automatic,Cairo,345000
Fiat,Siena,2000,Silver,179000,1400,Manual,Cairo,70000
Opel,Astra,2021,Silver,22000,1400,Automatic,Giza,475000
Byd,F3,2018,Silver,87500,1500,Manual,Helwan,170000
Speranza,A516,2010,Silver,200000,2000,Automatic,El Haram,90000
Nissan,Sunny,2017,Silver,87000,1500,Automatic,Kafr el-Sheikh,260000
Mercedes,C 180,2019,Silver,53000,1600,Automatic,Gharbia,1100000
Chevrolet,Aveo,2009,Silver,200000,1600,Manual,Giza,130000
Chevrolet,Aveo,2014,Silver,130000,1500,Automatic,Mohandessin,195000
Fiat,Tipo,2020,Silver,67000,1600,Automatic,Tagamo3 - New Cairo,380000
Geely,Emgrand 7,2013,Silver,179000,1600,Manual,Zagazig,130000
Chevrolet,Lanos,2012,Silver,177000,1500,Manual,El Mahalla,132000
Toyota,Corolla,2018,Silver,53000,1600,Automatic,6 October,430000
Kia,Grand Cerato,2022,Silver,16000,1600,Automatic,El Haram,610000
Seat,Ibiza,1990,Silver,300000,1400,Manual,Alexandria,34000
Hyundai,Accent RB,2012,Silver,123000,1600,Automatic,El Haram,265000
Renault,Logan,2015,Silver,130000,1600,Manual,Cairo,180000
Volkswagen,Jetta,2008,Silver,178000,1600,Automatic,Nasr city,220000
Nissan,Sentra,2018,Silver,160000,1600,Automatic,Madinaty,330000
Opel,Astra,2021,Silver,51000,1400,Automatic,6 October,400000
Mercedes,C 180,2018,Silver,76000,1600,Automatic,Cairo,1500000
Seat,Ibiza,1994,Silver,200000,1600,Manual,Alexandria,70000
Toyota,Corolla,2020,Silver,70000,1600,Automatic,El Manial,585000
Renault,Logan,2010,Silver,80000,1600,Manual,Giza,130000
Chevrolet,Lanos,2009,Silver,220000,1500,Manual,Faiyum,62000
Fiat,Tipo,2021,Silver,56000,1600,Automatic,El Haram,430000
Daewoo,Lanos,2000,Silver,400000,1500,Manual,Bilbeis,85000
Fiat,Regata,1986,Silver,200000,1600,Manual,10th of Ramadan,25000
Kia,Cerato,2010,Silver,200000,1600,Automatic,Cairo,285000
Nissan,Sunny,2014,Silver,92000,1500,Automatic,Cairo,230000
Mercedes,E 250,2010,Silver,120000,2000,Automatic,Tanta,1050000
Kia,Cerato,2021,Silver,33000,1600,Automatic,Mokattam,550000
Kia,Cerato,2022,Silver,30000,1500,Automatic,6 October,710000
Byd,F3,2022,Silver,29000,1500,Manual,Tagamo3 - New Cairo,250000
Nissan,Sunny,2021,Silver,62000,1600,Automatic,Giza,310000
BMW,325,1990,Silver,45000,2500,Automatic,Shobra,85000
Renault,Logan,2016,Silver,152000,1600,Manual,Nasr city,192000
Speranza,A620,2010,Silver,244000,2000,Automatic,Ismailia,145000
Renault,Logan,2021,Silver,83000,1600,Automatic,Damietta,320000
Mitsubishi,Lancer EX Shark,2016,Silver,73000,1600,Automatic,Cairo,420000
Skoda,Fantasia,2011,Silver,200000,1600,Automatic,6 October,270000
Kia,Cerato,2015,Silver,210000,1600,Automatic,Sheikh Zayed City,360000
Mitsubishi,Lancer EX Shark,2016,Silver,82000,1600,Automatic,6 October,390000
Kia,Cerato,2016,Silver,130000,1600,Automatic,El Haram,330000
Chevrolet,Aveo,2012,Silver,130000,1600,Automatic,Nasr city,200000
Mercedes,C 200,2008,Silver,110000,1800,Automatic,Kafr el-Sheikh,425000
Opel,Insignia,2020,Silver,25000,1500,Automatic,Cairo,840000
BMW,316,2013,Silver,160000,1600,Automatic,Cairo,520000
Honda,City,2006,Silver,150000,1500,Automatic,Alexandria,170000
Daewoo,Lanos,2008,Silver,230000,1500,Manual,Beheira,118000
Mercedes,C 180,2017,Silver,99000,1600,Automatic,Tagamo3 - New Cairo,1050000
Toyota,Echo,2002,Silver,100000,1000,Manual,6 October,130000
Mercedes,C 180,2019,Silver,10000,1600,Automatic,Sheikh Zayed City,1575000
Suzuki,Ciaz,2021,Silver,46000,1600,Automatic,Sheikh Zayed City,420000
Hyundai,Elantra,1992,Silver,300000,1500,Automatic,Port Said,45000
Mercedes,E 180,2019,Silver,85000,1600,Automatic,Alexandria,1850000
Ford,Focus,2018,Silver,150000,1000,Automatic,Cairo,400000
Toyota,Yaris,2007,Silver,380000,1300,Manual,Hurghada,175000
Kia,Cerato,2015,Silver,110000,1600,Automatic,El Mahalla,440000
Chery,Arrizo 5,2023,Silver,7000,1500,Manual,Tagamo3 - New Cairo,300000
Mercedes,S 350,2009,Silver,140000,3500,Automatic,Dakahlia,850000
BMW,320,2020,Silver,110000,2000,Automatic,Giza,1390000
Byd,L3,2016,Silver,240000,1600,Automatic,Giza,190000
Byd,F3,2015,Silver,85000,1600,Automatic,Sheikh Zayed City,185000
Chery,Arrizo 5,2022,Silver,22000,1500,Manual,Cairo,315000
Peugeot,508,2015,Silver,118000,1800,Automatic,Tagamo3 - New Cairo,425000
Kia,Cerato,2013,Silver,115000,1600,Automatic,Mansoura,390000
Skoda,Fantasia,2011,Silver,150000,1600,Automatic,Nasr city,350000
Seat,Ibiza,2021,Silver,55000,1600,Automatic,Mohandessin,490000
BMW,318,2019,Silver,115000,1500,Automatic,Tagamo3 - New Cairo,870000
Hyundai,Accent,2010,Silver,145000,1600,Automatic,Tagamo3 - New Cairo,200000
Citroën,C5,2022,Silver,28000,1600,Automatic,Helwan,700000
Byd,F3,2020,Silver,107000,1500,Manual,Cairo,220000
Seat,Ibiza,2019,Silver,121000,1600,Automatic,Tagamo3 - New Cairo,475000
Mitsubishi,Lancer Puma,2008,Silver,170000,1300,Manual,Tagamo3 - New Cairo,155000
Seat,Ibiza,2021,Silver,40000,1600,Automatic,Al Shorouk,450000
Volkswagen,Jetta,2008,Silver,190000,1600,Automatic,Cairo,165000
Renault,Megane,2008,Silver,210000,1600,Automatic,Alexandria,170000
Hyundai,Avante,2007,Silver,300000,1600,Automatic,Suez,225000
Mercedes,C 180,2013,Silver,130000,1600,Automatic,Mansoura,700000
Opel,Vectra,2008,Silver,130000,1600,Automatic,Madinaty,340000
Kia,Cerato,2009,Silver,130000,1600,Automatic,Mansoura,205000
Geely,Emgrand 7,2017,Silver,150000,1500,Manual,Obour City,170000
Chevrolet,Aveo,2020,Silver,100000,1500,Automatic,Shobra,223000
Fiat,Siena,2000,Silver,200000,1400,Manual,Kafr el-Sheikh,47000
Peugeot,504,1979,Silver,200000,1800,Manual,El Salam City,52000
Renault,Logan,2020,Silver,45000,1600,Automatic,6 October,350000
Hyundai,Verna,2013,Silver,35000,1599,Manual,Mansoura,200000
Hyundai,Elantra AD,2019,Silver,86000,1600,Automatic,Heliopolis,495000
Chery,Arrizo 5,2022,Silver,39000,1500,Automatic,Cairo,270000
Toyota,Corolla,2022,Silver,2500,1600,Automatic,Alexandria,750000
Opel,Vectra,1995,Silver,200000,2000,Automatic,Beni Suef,95000
Hyundai,Elantra CN7,2021,Silver,20000,1600,Automatic,Shibin el Kom,587000
Volkswagen,Passat,2012,Silver,150000,1400,Automatic,Alexandria,435000
Skoda,Octavia A5,2006,Silver,288000,1600,Automatic,Giza,210000
Opel,Astra,2008,Silver,200000,1600,Automatic,Mokattam,90000
Kia,Cerato,2011,Silver,45000,1600,Manual,Aswan,350000
Mercedes,E 250,2012,Silver,133000,1800,Automatic,Alexandria,850000
Hyundai,Solaris,2016,Silver,110000,1400,Automatic,Giza,290000
Geely,Ck,2010,Silver,180000,1500,Manual,Maadi,60000
Toyota,Corolla,2019,Silver,10000,1600,Automatic,Mansoura,745000
Peugeot,406,2005,Silver,134000,2000,Automatic,Monufia,165000
Toyota,Corolla,2022,Silver,8000,1600,Automatic,Dyarb Negm,700000
Kia,Cerato,2015,Silver,150000,1600,Automatic,Mansoura,410000
Peugeot,405,2007,Silver,125000,1600,Manual,Cairo,75000
Daewoo,Nubira 2,2005,Silver,196000,1600,Automatic,Maadi,115000
Fiat,Tipo,2020,Silver,148000,1400,Manual,Cairo,310000
Skoda,Octavia A7,2015,Silver,170000,1600,Automatic,Alexandria,405000
Kia,Spectra,2004,Silver,200000,1600,Manual,Mokattam,95000
Nissan,Sentra,2018,Silver,62000,1600,Automatic,Kom Hamada,370000
Chery,Envy,2018,Silver,33000,1500,Manual,Alexandria,200000
Chevrolet,Optra,2022,Silver,8500,1500,Automatic,Mohandessin,340000
Volkswagen,Jetta,2008,Silver,190000,1600,Automatic,Mansoura,247000
Mitsubishi,Lancer EX Shark,2016,Silver,95000,1600,Automatic,Alexandria,380000
Hyundai,Elantra,2008,Silver,160000,1600,Automatic,El Haram,216000
Volkswagen,Passat,2008,Silver,145000,1600,Automatic,Mit Ghamr,285000
Kia,Cerato,2022,Silver,54000,1600,Automatic,El Haram,540000
Mercedes,200,1984,Silver,450000,2000,Manual,Cairo,110000
Lada,2107,2010,Silver,80000,1600,Manual,Kafr el-Sheikh,60000
Geely,Emgrand 7,2015,Silver,157000,1600,Manual,10th of Ramadan,122000
Ford,Focus,2016,Silver,127000,1000,Automatic,Heliopolis,320000
Opel,Astra,2021,Silver,47000,1400,Automatic,Obour City,425000
MG,ZS,2022,Silver,20000,1500,Automatic,Cairo,460000
Renault,Megane,2005,Silver,254000,1600,Automatic,Tanta,125000
Speranza,A516,2009,Silver,139000,1600,Manual,Alexandria,118000
Peugeot,301,2021,Silver,1000,1600,Automatic,Alexandria,400000
Chevrolet,Optra,2018,Silver,180000,1500,Automatic,Alexandria,273000
Lada,2107,2006,Silver,80000,1600,Manual,Sohag,50000
Daewoo,Nubira 2,1999,Silver,140000,1600,Manual,Helwan,110000
Nissan,Sentra,2018,Silver,180000,1600,Automatic,Giza,340000
Chevrolet,Optra,2005,Silver,175000,1600,Automatic,Bilbeis,170000
Hyundai,Verna,2015,Silver,164000,1600,Manual,Cairo,168000
Honda,Civic,2008,Silver,170000,1600,Automatic,Mansoura,265000
Kia,Cerato,2020,Silver,65000,1600,Automatic,Tanta,475000
Mercedes,GLA,2016,Silver,100000,1600,Automatic,Sheikh Zayed City,950000
Mazda,3,2008,Silver,155000,1600,Automatic,Tagamo3 - New Cairo,165000
Nissan,Sentra,2017,Silver,12000,1600,Automatic,Dokki,390000
Mitsubishi,Lancer Crystala,1998,Silver,200000,1300,Manual,El Mahalla,97000
Hyundai,Elantra AD,2017,Silver,100000,1600,Automatic,Imbaba,440000
Chevrolet,Cruze,2011,Silver,150000,1600,Automatic,Nasr city,195000
Hyundai,Elantra CN7,2021,Silver,30000,1600,Automatic,Mansoura,570000
Toyota,Corolla,2020,Silver,30000,1600,Automatic,Damietta,580000
Byd,F3,2020,Silver,116000,1500,Manual,6 October,245000
Chevrolet,Cruze,2010,Silver,170000,1600,Automatic,Maadi,180000
Renault,Megane,2022,Silver,9000,1600,Automatic,Cairo,535000
Daewoo,Nubira 2,2000,Silver,200000,1500,Automatic,Al Shorouk,110000
Renault,Logan,2015,Silver,183000,1600,Manual,Giza,140000
Toyota,Corolla,1999,Silver,200000,1600,Automatic,Faiyum,125000
BMW,320,2018,Silver,78000,2000,Automatic,Cairo,800000
MG,5,2022,Silver,1200,1500,Automatic,Tagamo3 - New Cairo,495000
Mercedes,E 350,2018,Silver,50000,1991,Automatic,Mansoura,2400000
Hyundai,Verna,2016,Silver,25000,1600,Manual,Giza,130000
Hyundai,Elantra MD,2013,Silver,305000,1600,Automatic,Cairo,349000
Toyota,Corolla,2019,Silver,68000,1600,Automatic,El Haram,450000
Skoda,Octavia A8,2021,Silver,40000,1400,Automatic,Heliopolis,880000
Kia,Cerato,2017,Silver,35000,1600,Automatic,Sharqia,485000
Hyundai,Elantra HD,2019,Silver,200000,1500,Automatic,El Haram,337000
Skoda,Octavia A8,2022,Silver,25000,1400,Automatic,Mohandessin,980000
Skoda,Octavia A4,1998,Silver,170000,1600,Manual,Alexandria,65000
Mitsubishi,Lancer EX Shark,2016,Silver,85000,1600,Automatic,El Haram,360000
BMW,320,2017,Silver,103000,2300,Automatic,Giza,1050000
Mitsubishi,Lancer EX Shark,2015,Silver,95000,1600,Automatic,Cairo,355000
Chevrolet,Optra,2020,Silver,117000,1500,Automatic,Al Shorouk,299000
Geely,Emgrand 7,2016,Silver,130000,1600,Manual,El Haram,143000
Opel,Astra,2020,Silver,110000,1400,Automatic,Sheikh Zayed City,410000
Nissan,Sunny,2016,Silver,128000,1500,Automatic,Shobra,225000
Peugeot,405,2011,Silver,245000,4000,Manual,Sheikh Zayed City,80000
Speranza,M11,2010,Silver,240000,1600,Manual,Helwan,130000
Geely,Emgrand 7,2014,Silver,130000,1600,Manual,Mokattam,105000
Chevrolet,Lanos,2014,Silver,102000,1600,Manual,6 October,147000
Renault,Fluence,2015,Silver,300000,1600,Automatic,Heliopolis,320000
Peugeot,301,2020,Silver,46000,1600,Automatic,Alexandria,370000
Kia,Rio,2015,Silver,160000,1400,Automatic,Sheikh Zayed City,300000
Daewoo,Nubira 2,2007,Silver,164000,1600,Automatic,Beni Suef,140000
Geely,Emgrand 7,2014,Silver,250000,1500,Manual,Damietta,115000
Byd,F3,2022,Silver,80000,1500,Manual,El Haram,185000
Toyota,Corolla,2016,Silver,47000,1600,Automatic,El Mahalla,520000
Nissan,Sunny,2020,Silver,55000,1500,Automatic,Giza,330000
Lada,Granta,2018,Silver,215000,1600,Manual,Giza,150000
Byd,F3,2020,Silver,97000,1500,Manual,Obour City,218000
Byd,F3,2012,Silver,100000,1500,Manual,Giza,135000
Nissan,Sunny,2021,Silver,72000,1500,Automatic,Heliopolis,285000
Kia,Cerato,2014,Silver,175000,1600,Automatic,Beheira,375000
Byd,L3,2017,Silver,180000,1500,Manual,Obour City,185000
MG,6,2020,Silver,68000,1500,Automatic,Nasr city,485000
BMW,320,2007,Silver,200000,2000,Automatic,Ismailia,330000
Volvo,240,1984,Silver,400000,2300,Manual,Alexandria,60000
Renault,Logan,2010,Silver,188000,1600,Manual,Alexandria,105000
Geely,Emgrand 7,2018,Silver,200000,1500,Manual,6 October,180000
Chevrolet,Aveo,2014,Silver,65000,1500,Automatic,Cairo,179000
Daewoo,Nubira 2,2003,Silver,110000,1600,Manual,El Qanater El Khayreya,92000
Honda,Civic,2009,Silver,200000,1600,Automatic,Heliopolis,260000
Citroën,C5,2009,Silver,150000,2000,Automatic,Sheikh Zayed City,330000
Kia,Pegas,2020,Silver,139000,1400,Automatic,Cairo,195000
Skoda,Octavia A7,2015,Silver,147000,1600,Automatic,Tagamo3 - New Cairo,430000
Lada,2107,2005,Silver,100000,1500,Manual,Tagamo3 - New Cairo,43000
Chevrolet,Optra,2021,Silver,80000,1500,Automatic,Alexandria,310000
Mercedes,S 320,2020,Silver,35000,2000,Automatic,Tagamo3 - New Cairo,3600000
Chrysler,300,2006,Silver,130000,4000,Automatic,Damanhur,440000
BMW,320,2011,Silver,200000,2000,Automatic,Shibin el Kom,450000
Hyundai,Elantra MD,2015,Silver,140000,1600,Automatic,6 October,310000
BMW,523,1998,Silver,240000,2500,Automatic,Heliopolis,260000
Mitsubishi,Attrage,2021,Silver,2800,1200,Automatic,Banha,390000
Opel,Astra,2008,Silver,143000,1600,Automatic,Alexandria,225000
Mercedes,C 200,2022,Silver,5000,1500,Automatic,Sheikh Zayed City,2150000
Mercedes,E 320,2003,Silver,196000,3200,Automatic,Cairo,590000
Peugeot,301,2020,Silver,59000,1600,Automatic,Cairo,365000
Kia,Cerato,2022,Silver,20000,1600,Automatic,Suez,520000
Chevrolet,Malibu,2019,Silver,95000,1500,Automatic,Cairo,600000
Hyundai,Accent,2016,Silver,110000,1600,Automatic,Al Shorouk,295000
Opel,Vectra,2008,Silver,157000,2200,Automatic,Cairo,215000
BMW,318,2001,Silver,200000,2000,Automatic,Mansoura,300000
Chevrolet,Optra,2020,Silver,113000,1500,Automatic,El Marg,280000
Skoda,Octavia A5,2007,Silver,200000,1600,Automatic,Cairo,250000
Hyundai,Accent RB,2012,Silver,98000,1600,Automatic,Obour City,260000
Chery,Arrizo 5,2021,Silver,80000,1500,Automatic,Qena,270000
Renault,Logan,2016,Silver,125000,1600,Manual,Alexandria,183000
Nissan,Sunny,2018,Silver,95000,1500,Automatic,El Haram,275000
Chery,Envy,2017,Silver,25000,1500,Manual,Giza,200000
Nissan,Sunny,2019,Silver,125000,1600,Automatic,Cairo,260000
Byd,F3,2018,Silver,200000,1500,Manual,Cairo,180000
Volkswagen,CC,2013,Silver,135000,2000,Automatic,Sheraton,900000
Chevrolet,Optra,2018,Silver,90000,1500,Automatic,Alexandria,260000
Mitsubishi,Lancer EX Shark,2015,Silver,270000,1600,Automatic,Tagamo3 - New Cairo,360000
Kia,Sephia,2000,Silver,240000,1500,Manual,Heliopolis,120000
Toyota,Microbus,2008,Silver,200000,1600,Manual,Sohag,400000
Chevrolet,Lanos,2017,Silver,162000,1500,Manual,Kafr el-Dawwar,130000
Hyundai,Verna,2013,Silver,139000,1600,Manual,6 October,185000
Opel,Vectra,2008,Silver,300000,1600,Automatic,Nasr city,200000
Mitsubishi,Lancer Puma,2007,Silver,450000,1600,Manual,El Minya,145000
Mitsubishi,Lancer EX Shark,2015,Silver,80000,1600,Automatic,Cairo,360000
Lada,Granta,2019,Silver,116000,1600,Manual,Cairo,155000
Hyundai,Elantra AD,2017,Silver,60000,1600,Automatic,Sohag,440000
Hyundai,Accent HCI,2018,Silver,60000,1600,Automatic,Cairo,270000
Hyundai,Verna,2012,Silver,500000,1600,Manual,Cairo,115000
Fiat,Petra,2003,Silver,200000,1600,Manual,Nasr city,72000
Mercedes,C 200,2018,Silver,1700,2000,Automatic,Sheraton,2300000
Fiat,Tipo,2021,Silver,55000,1600,Automatic,Giza,430000
Proton,Saga,2021,Silver,5600,1300,Automatic,Zefta,300000
Nissan,Sunny,2020,Silver,65000,1600,Automatic,Asyut,325000
Opel,Astra,2019,Silver,60000,1400,Automatic,Heliopolis,425000
Nissan,Sunny,2016,Silver,290000,1500,Automatic,Giza,190000
Mercedes,C 180,2012,Silver,53000,1600,Automatic,Heliopolis,650000
Hyundai,Excel,1997,Silver,160000,1300,Manual,Beni Suef,59000
Hyundai,Elantra MD,2015,Silver,135000,1600,Automatic,Port Said,405000
Speranza,M11,2013,Silver,112000,1600,Manual,Mohandessin,125000
Renault,Fluence,2015,Silver,15000,1600,Automatic,Alexandria,335000
Renault,Logan,2017,Silver,28000,1600,Automatic,Alexandria,270000
MG,5,2020,Silver,48000,1600,Automatic,Shobra,400000
Byd,F3,2020,Silver,115000,1500,Manual,Cairo,235000
Jac,J7,2022,Silver,14,1500,Automatic,Mansoura,490000
BMW,316,2014,Silver,37000,1600,Automatic,Kafr el-Sheikh,490000
Kia,Cerato,2014,Silver,168000,1600,Automatic,Cairo,365000
Kia,Rio,2013,Silver,149000,1400,Automatic,Nasr city,300000
Byd,F3,2021,Silver,59000,1500,Manual,6 October,240000
Kia,Cerato,2013,Silver,190000,1600,Automatic,El Haram,290000
Hyundai,Accent,2010,Silver,250000,1600,Automatic,Maadi,240000
Mazda,3,2008,Silver,140000,1600,Automatic,Ain Shams,250000
Nissan,Sunny,2014,Silver,92000,1600,Automatic,Giza,220000
Hyundai,Elantra HD,2017,Silver,190000,1600,Automatic,Shibin el Kom,350000
Nissan,Sunny,2018,Silver,30000,1500,Automatic,Cairo,240000
Chevrolet,Optra,2019,Silver,195000,1500,Automatic,Helwan,265000
Renault,Logan,2010,Silver,250000,1600,Manual,El Senbellawein,100000
Kia,Grand Cerato,2021,Silver,45000,1600,Automatic,Al Shorouk,530000
Chevrolet,Aveo,2014,Silver,180000,3000,Automatic,6 October,170000
Nissan,Sunny,2019,Silver,155000,1500,Automatic,6 October,325000
Mercedes,C 180,2009,Silver,109000,1600,Automatic,Zagazig,420000
Hyundai,Elantra HD,2022,Silver,25000,1600,Automatic,Cairo,425000
Nissan,Sunny,2016,Silver,110000,1600,Automatic,Tagamo3 - New Cairo,220000
Skoda,Fantasia,2011,Silver,170000,1600,Automatic,El Mahalla,390000
Skoda,Superb,2019,Silver,100000,1400,Automatic,Alexandria,720000
Mercedes,C 180,2017,Silver,93000,1600,Automatic,6 October,800000
Skoda,Octavia A5,2005,Silver,139000,1600,Automatic,El Mahalla,235000
Fiat,Tipo,2020,Silver,71000,1600,Automatic,Asyut,375000
Fiat,Siena,2001,Silver,45000,1400,Manual,Giza,52000
Nissan,Sentra,2017,Silver,95000,1600,Automatic,Mansoura,340000
